study_id;Condition;Item;Context;Sentence;Verb;Target;Distractor;Last_Mentioned;Cloze;Cloze_distractor;Cloze_C_alternative;Cloze_round;Plaus;Plaus_distractor;Cloze_C_alternative_Francesca;Stimulus_tf;secretgpt2_surp;leo13b_surp;secretgpt2_bpe_split;leo13b_bpe_split
adbc23;B;4;Während er einen Tisch baute, brach ein Schreiner seinen schönen Hammer in zwei Teile. Der Schreiner hatte den Hammer immer gemocht. Deswegen schien es ihm eine Schande, ihn einfach wegzuwerfen. Es erschien dem Schreiner eine viel bessere Idee, den Hammer von seinem Lehrling reparieren zu lassen.;Dann belächelte der Lehrling den Hammer und sofort machte er sich an die Arbeit.;belächelte;Hammer;Schreiner;target;0.1333333333;0.7333333333;;;3.2;5.1;;Während er einen Tisch baute , brach ein Schreiner seinen schönen Hammer in zwei Teile . Der Schreiner hatte den Hammer immer gemocht . Deswegen schien es ihm eine Schande , ihn einfach wegzuwerfen . Es erschien dem Schreiner eine viel bessere Idee , den Hammer von seinem Lehrling reparieren zu lassen . Dann belächelte der Lehrling den Hammer;1.947433590888977;3.426975039183162;0;1
adbc23;C;4;Während er einen Tisch baute, brach ein Schreiner seinen schönen Hammer in zwei Teile. Der Schreiner hatte den Hammer immer gemocht. Deswegen schien es ihm eine Schande, ihn einfach wegzuwerfen. Es erschien dem Schreiner eine viel bessere Idee, den Hammer von seinem Lehrling reparieren zu lassen.;Dann aß der Lehrling den Hammer und sofort machte er sich an die Arbeit.;aß;Hammer;Schreiner;target;0.06666666667;0.0;0.2;;1.2;1.2;0.333333333;Während er einen Tisch baute , brach ein Schreiner seinen schönen Hammer in zwei Teile . Der Schreiner hatte den Hammer immer gemocht . Deswegen schien es ihm eine Schande , ihn einfach wegzuwerfen . Es erschien dem Schreiner eine viel bessere Idee , den Hammer von seinem Lehrling reparieren zu lassen . Dann aß der Lehrling den Hammer;0.4900499880313873;0.9309165673330426;0;1
adbc23;A;5;Ein Opa wollte einen Apfelkuchen bei einem Konditor kaufen. Der Konditor versicherte dem Opa, dass der Apfelkuchen heute besonders gelungen sei. Der Opa schaute auf den Apfelkuchen in der Vitrine und sah glücklich den Konditor an. ;Daraufhin verpackte der Konditor den Apfelkuchen und dann wandte er sich an den nächsten Kunden.;verpackte;Apfelkuchen;Opa;distractor;1.0;0.0;;1.0;6.8;1.6;;Ein Opa wollte einen Apfelkuchen bei einem Konditor kaufen . Der Konditor versicherte dem Opa , dass der Apfelkuchen heute besonders gelungen sei . Der Opa schaute auf den Apfelkuchen in der Vitrine und sah glücklich den Konditor an . Daraufhin verpackte der Konditor den Apfelkuchen;0.578320674598217;0.3382648275237443;1;1
adbc23;B;5;Ein Opa wollte einen Apfelkuchen bei einem Konditor kaufen. Der Konditor versicherte dem Opa, dass der Apfelkuchen heute besonders gelungen sei. Der Opa schaute auf den Apfelkuchen in der Vitrine und sah glücklich den Konditor an. ;Daraufhin belächelte der Konditor den Apfelkuchen und dann wandte er sich an den nächsten Kunden.;belächelte;Apfelkuchen;Opa;distractor;0.1333333333;0.5333333333;;;3.1;5.1;;Ein Opa wollte einen Apfelkuchen bei einem Konditor kaufen . Der Konditor versicherte dem Opa , dass der Apfelkuchen heute besonders gelungen sei . Der Opa schaute auf den Apfelkuchen in der Vitrine und sah glücklich den Konditor an . Daraufhin belächelte der Konditor den Apfelkuchen;2.4513272121548653;12.480371164019743;1;1
adbc23;C;5;Ein Opa wollte einen Apfelkuchen bei einem Konditor kaufen. Der Konditor versicherte dem Opa, dass der Apfelkuchen heute besonders gelungen sei. Der Opa schaute auf den Apfelkuchen in der Vitrine und sah glücklich den Konditor an. ;Daraufhin spülte der Konditor den Apfelkuchen und dann wandte er sich an den nächsten Kunden.;spülte;Apfelkuchen;Opa;distractor;0.0;0.0;0.2666666667;;1.4;1.3;0.266666667;Ein Opa wollte einen Apfelkuchen bei einem Konditor kaufen . Der Konditor versicherte dem Opa , dass der Apfelkuchen heute besonders gelungen sei . Der Opa schaute auf den Apfelkuchen in der Vitrine und sah glücklich den Konditor an . Daraufhin spülte der Konditor den Apfelkuchen;0.5280238837003708;0.4262638061936741;1;1
adbc23;A;6;Eine Lieferbotin brachte einem nervigen Kunden eine Frühlingsrolle. Der Kunde forderte jedoch von der Lieferbotin eine neue Frühlingsrolle, da diese kalt war. Nach einer Stunde kehrte die Lieferbotin einfach mit derselben kalten Frühlingsrolle zum Kunden zurück. ;Nichtsahnend nahm der Kunde die Frühlingsrolle und sogleich schloss er hinter sich die Tür.;nahm;Frühlingsrolle;Lieferbotin;target;1.0;0.0;;2.0;5.8;1.9;;Eine Lieferbotin brachte einem nervigen Kunden eine Frühlingsrolle . Der Kunde forderte jedoch von der Lieferbotin eine neue Frühlingsrolle , da diese kalt war . Nach einer Stunde kehrte die Lieferbotin einfach mit derselben kalten Frühlingsrolle zum Kunden zurück . Nichtsahnend nahm der Kunde die Frühlingsrolle;1.0462312186136842;0.801232865313068;1;1
adbc23;B;6;Eine Lieferbotin brachte einem nervigen Kunden eine Frühlingsrolle. Der Kunde forderte jedoch von der Lieferbotin eine neue Frühlingsrolle, da diese kalt war. Nach einer Stunde kehrte die Lieferbotin einfach mit derselben kalten Frühlingsrolle zum Kunden zurück. ;Nichtsahnend begrüßte der Kunde die Frühlingsrolle und sogleich schloss er hinter sich die Tür.;begrüßte;Frühlingsrolle;Lieferbotin;target;0.0;1.0;;;2.3;6.2;;Eine Lieferbotin brachte einem nervigen Kunden eine Frühlingsrolle . Der Kunde forderte jedoch von der Lieferbotin eine neue Frühlingsrolle , da diese kalt war . Nach einer Stunde kehrte die Lieferbotin einfach mit derselben kalten Frühlingsrolle zum Kunden zurück . Nichtsahnend begrüßte der Kunde die Frühlingsrolle;8.235402673482895;6.502145763370208;1;1
adbc23;C;6;Eine Lieferbotin brachte einem nervigen Kunden eine Frühlingsrolle. Der Kunde forderte jedoch von der Lieferbotin eine neue Frühlingsrolle, da diese kalt war. Nach einer Stunde kehrte die Lieferbotin einfach mit derselben kalten Frühlingsrolle zum Kunden zurück. ;Nichtsahnend reparierte der Kunde die Frühlingsrolle und sogleich schloss er hinter sich die Tür.;reparierte;Frühlingsrolle;Lieferbotin;target;0.1333333333;0.0;0.1333333333;;1.4;1.0;0.266666667;Eine Lieferbotin brachte einem nervigen Kunden eine Frühlingsrolle . Der Kunde forderte jedoch von der Lieferbotin eine neue Frühlingsrolle , da diese kalt war . Nach einer Stunde kehrte die Lieferbotin einfach mit derselben kalten Frühlingsrolle zum Kunden zurück . Nichtsahnend reparierte der Kunde die Frühlingsrolle;2.405757863074541;0.8606209284916986;1;1
adbc23;A;7;In einem Restaurant unterhielt sich eine Vegetarierin mit einem befreundeten Metzger über eine Fleischwurst auf seinem Teller. Der Metzger sah die Vegetarierin an und erklärte, diese Fleischwurst zu essen, wäre ein reines Vergnügen. Er verglich es sogar damit,  eine schöne Oper zu hören. Die Vegetarierin hielt dies jedoch für einen schlechten Vergleich und wies den Metzger darauf hin, dass ein Tier für diese Fleischwurst getötet worden war.;Dann durchschnitt der Metzger die Fleischwurst und sofort begann er zu essen.;durchschnitt;Fleischwurst;Vegetarierin;target;0.9333333333;0.0;;2.0;6.0;1.4;;In einem Restaurant unterhielt sich eine Vegetarierin mit einem befreundeten Metzger über eine Fleischwurst auf seinem Teller . Der Metzger sah die Vegetarierin an und erklärte , diese Fleischwurst zu essen , wäre ein reines Vergnügen . Er verglich es sogar damit , eine schöne Oper zu hören . Die Vegetarierin hielt dies jedoch für einen schlechten Vergleich und wies den Metzger darauf hin , dass ein Tier für diese Fleischwurst getötet worden war . Dann durchschnitt der Metzger die Fleischwurst;0.5609178766608238;1.4473926991522603;1;1
adbc23;B;7;In einem Restaurant unterhielt sich eine Vegetarierin mit einem befreundeten Metzger über eine Fleischwurst auf seinem Teller. Der Metzger sah die Vegetarierin an und erklärte, diese Fleischwurst zu essen, wäre ein reines Vergnügen. Er verglich es sogar damit,  eine schöne Oper zu hören. Die Vegetarierin hielt dies jedoch für einen schlechten Vergleich und wies den Metzger darauf hin, dass ein Tier für diese Fleischwurst getötet worden war.;Dann belächelte der Metzger die Fleischwurst und sofort begann er zu essen.;belächelte;Fleischwurst;Vegetarierin;target;0.0;0.7333333333;;;4.0;6.3;;In einem Restaurant unterhielt sich eine Vegetarierin mit einem befreundeten Metzger über eine Fleischwurst auf seinem Teller . Der Metzger sah die Vegetarierin an und erklärte , diese Fleischwurst zu essen , wäre ein reines Vergnügen . Er verglich es sogar damit , eine schöne Oper zu hören . Die Vegetarierin hielt dies jedoch für einen schlechten Vergleich und wies den Metzger darauf hin , dass ein Tier für diese Fleischwurst getötet worden war . Dann belächelte der Metzger die Fleischwurst;3.2872694320976734;10.94620445847977;1;1
adbc23;C;7;In einem Restaurant unterhielt sich eine Vegetarierin mit einem befreundeten Metzger über eine Fleischwurst auf seinem Teller. Der Metzger sah die Vegetarierin an und erklärte, diese Fleischwurst zu essen, wäre ein reines Vergnügen. Er verglich es sogar damit,  eine schöne Oper zu hören. Die Vegetarierin hielt dies jedoch für einen schlechten Vergleich und wies den Metzger darauf hin, dass ein Tier für diese Fleischwurst getötet worden war.;Dann mietete der Metzger die Fleischwurst und sofort begann er zu essen.;mietete;Fleischwurst;Vegetarierin;target;0.06666666667;0.0;0.1333333333;;1.2;1.4;0.266666667;In einem Restaurant unterhielt sich eine Vegetarierin mit einem befreundeten Metzger über eine Fleischwurst auf seinem Teller . Der Metzger sah die Vegetarierin an und erklärte , diese Fleischwurst zu essen , wäre ein reines Vergnügen . Er verglich es sogar damit , eine schöne Oper zu hören . Die Vegetarierin hielt dies jedoch für einen schlechten Vergleich und wies den Metzger darauf hin , dass ein Tier für diese Fleischwurst getötet worden war . Dann mietete der Metzger die Fleischwurst;4.751261707395315;11.29499628362828;1;1
adbc23;A;8;Ein gemeiner Kutscher schlug seinen Gaul immer sehr heftig mit einer Peitsche. Eines Tages wurde der Kutscher dabei von einem Tierliebhaber beobachtet, der Mitleid mit dem Gaul hatte. Sofort lief der Tierliebhaber zum Kutscher und seinem Gaul und nahm ihm die Peitsche weg.;Dann bedrohte der Tierliebhaber den Kutscher und darüber hinaus forderte er ihn auf, den Gaul in Ruhe zu lassen.;bedrohte;Kutscher;Gaul;distractor;0.8;0.0;;2.0;6.2;2.1;;Ein gemeiner Kutscher schlug seinen Gaul immer sehr heftig mit einer Peitsche . Eines Tages wurde der Kutscher dabei von einem Tierliebhaber beobachtet , der Mitleid mit dem Gaul hatte . Sofort lief der Tierliebhaber zum Kutscher und seinem Gaul und nahm ihm die Peitsche weg . Dann bedrohte der Tierliebhaber den Kutscher;3.992915395647288;0.0901347431936301;1;1
adbc23;B;8;Ein gemeiner Kutscher schlug seinen Gaul immer sehr heftig mit einer Peitsche. Eines Tages wurde der Kutscher dabei von einem Tierliebhaber beobachtet, der Mitleid mit dem Gaul hatte. Sofort lief der Tierliebhaber zum Kutscher und seinem Gaul und nahm ihm die Peitsche weg.;Dann streichelte der Tierliebhaber den Kutscher und darüber hinaus forderte er ihn auf, den Gaul in Ruhe zu lassen.;streichelte;Kutscher;Gaul;distractor;0.0;1.0;;;2.0;6.5;;Ein gemeiner Kutscher schlug seinen Gaul immer sehr heftig mit einer Peitsche . Eines Tages wurde der Kutscher dabei von einem Tierliebhaber beobachtet , der Mitleid mit dem Gaul hatte . Sofort lief der Tierliebhaber zum Kutscher und seinem Gaul und nahm ihm die Peitsche weg . Dann streichelte der Tierliebhaber den Kutscher;9.548323415219784;7.131648663431406;1;1
adbc23;C;8;Ein gemeiner Kutscher schlug seinen Gaul immer sehr heftig mit einer Peitsche. Eines Tages wurde der Kutscher dabei von einem Tierliebhaber beobachtet, der Mitleid mit dem Gaul hatte. Sofort lief der Tierliebhaber zum Kutscher und seinem Gaul und nahm ihm die Peitsche weg.;Dann füllte der Tierliebhaber den Kutscher und darüber hinaus forderte er ihn auf, den Gaul in Ruhe zu lassen.;füllte;Kutscher;Gaul;distractor;0.06666666667;0.1333333333;0.1333333333;;1.1;1.5;0.4;Ein gemeiner Kutscher schlug seinen Gaul immer sehr heftig mit einer Peitsche . Eines Tages wurde der Kutscher dabei von einem Tierliebhaber beobachtet , der Mitleid mit dem Gaul hatte . Sofort lief der Tierliebhaber zum Kutscher und seinem Gaul und nahm ihm die Peitsche weg . Dann füllte der Tierliebhaber den Kutscher;5.1810073107481;4.187256816774607;1;1
adbc23;A;9;Mitten im Meer sah ein Kapitän ein Pärchen auf einem kleinen Segelboot. Schon aus großer Entfernung konnte der Kapitän sehen, dass das Segelboot kaputt und das Pärchen in großer Not war. Schnell änderte der Kapitän seinen Kurs und steuerte zum Segelboot, um dem Pärchen zu helfen.;Dann bestieg der Kapitän das Segelboot und sofort half er dem Pärchen. ;bestieg;Segelboot;Pärchen;distractor;0.8666666667;0.0;;2.0;5.2;2.1;;Mitten im Meer sah ein Kapitän ein Pärchen auf einem kleinen Segelboot . Schon aus großer Entfernung konnte der Kapitän sehen , dass das Segelboot kaputt und das Pärchen in großer Not war . Schnell änderte der Kapitän seinen Kurs und steuerte zum Segelboot , um dem Pärchen zu helfen . Dann bestieg der Kapitän das Segelboot;2.655765913426876;0.7789119591470808;1;1
adbc23;B;9;Mitten im Meer sah ein Kapitän ein Pärchen auf einem kleinen Segelboot. Schon aus großer Entfernung konnte der Kapitän sehen, dass das Segelboot kaputt und das Pärchen in großer Not war. Schnell änderte der Kapitän seinen Kurs und steuerte zum Segelboot, um dem Pärchen zu helfen.;Dann rettete der Kapitän das Segelboot und sofort half er dem Pärchen. ;rettete;Segelboot;Pärchen;distractor;0.0;1.0;;;5.1;6.9;;Mitten im Meer sah ein Kapitän ein Pärchen auf einem kleinen Segelboot . Schon aus großer Entfernung konnte der Kapitän sehen , dass das Segelboot kaputt und das Pärchen in großer Not war . Schnell änderte der Kapitän seinen Kurs und steuerte zum Segelboot , um dem Pärchen zu helfen . Dann rettete der Kapitän das Segelboot;3.559230759739876;4.785186719149351;1;1
adbc23;C;9;Mitten im Meer sah ein Kapitän ein Pärchen auf einem kleinen Segelboot. Schon aus großer Entfernung konnte der Kapitän sehen, dass das Segelboot kaputt und das Pärchen in großer Not war. Schnell änderte der Kapitän seinen Kurs und steuerte zum Segelboot, um dem Pärchen zu helfen.;Dann verschloss der Kapitän das Segelboot und sofort half er dem Pärchen. ;verschloss;Segelboot;Pärchen;distractor;0.06666666667;0.06666666667;0.2666666667;;2.1;1.5;0.266666667;Mitten im Meer sah ein Kapitän ein Pärchen auf einem kleinen Segelboot . Schon aus großer Entfernung konnte der Kapitän sehen , dass das Segelboot kaputt und das Pärchen in großer Not war . Schnell änderte der Kapitän seinen Kurs und steuerte zum Segelboot , um dem Pärchen zu helfen . Dann verschloss der Kapitän das Segelboot;1.52386162430048;4.00154634937644;1;1
adbc23;A;10;Da der Wasserhahn einer älteren Hausfrau nicht mehr aufhörte zu tropfen, rief die Hausfrau schließlich einen Handwerker. Zuerst betrachtete der Handwerker den Wasserhahn ausführlich und versuchte dann, ihn zu reparieren. Geduldig wartete die Hausfrau daneben. Nach einer Weile sagte der Handwerker, dass der Wasserhahn schon zu kaputt sei und er einen neuen installieren müsse.;Daraufhin lobte die Hausfrau den Handwerker und noch lange ärgerte sie sich über die Mängel moderner Geräte.;lobte;Handwerker;Wasserhahn;distractor;0.8;0.06666666667;;2.0;5.1;1.7;;Da der Wasserhahn einer älteren Hausfrau nicht mehr aufhörte zu tropfen , rief die Hausfrau schließlich einen Handwerker . Zuerst betrachtete der Handwerker den Wasserhahn ausführlich und versuchte dann , ihn zu reparieren . Geduldig wartete die Hausfrau daneben . Nach einer Weile sagte der Handwerker , dass der Wasserhahn schon zu kaputt sei und er einen neuen installieren müsse . Daraufhin lobte die Hausfrau den Handwerker;0.2926402390003204;0.2503053391701542;0;1
